id,category,breed_name,origin,temperament,coat_care,ideal_weight_guide,key_strengths,potential_health_risks
dog-011,Dogs,Rottweiler,ရောမဒရိုက်ဗာခွေးများမှ ဆင်းသက်လာသော ဂျာမနီသည် သမိုင်းကြောင်းအရ နွားလှည်းဆွဲရန် အသုံးပြုခဲ့သည်။,ယုံကြည်မှုရှိပြီး တည်ငြိမ်မှု၊ အကာအကွယ်ပေးမှု၊ သစ္စာရှိမှု၊ အစောပိုင်း လူမှုဆက်ဆံရေးနှင့် ဖွဲ့စည်းတည်ဆောက်ပုံဆိုင်ရာ လေ့ကျင့်မှုများ လိုအပ်သည်။,တိုတောင်းပြီး သိပ်သည်းသော နှစ်ထပ်အင်္ကျီ၊ အပတ်စဉ်နိန်ပါ။,အထီးများ: 50-60 ကီလိုဂရမ် (110-132 ပေါင်); အမျိုးသမီး : 35-48 ကီလိုဂရမ် (77-106 ပေါင်)။,စောင့်ရှောက်နိုင်စွမ်း၊ ခွန်အားနှင့် သက်လုံ၊ အလုပ်တာဝန်များအတွက် လေ့ကျင့်ပေးနိုင်မှု၊ မိသားစုအပေါ် သစ္စာရှိမှု။,တင်ပါးနှင့်တံတောင်ဆစ် dysplasia၊ osteosarcoma၊ subaortic stenosis၊ bloat (GDV)။
dog-012,Dogs,Shih Tzu,မင်းမျိုးမင်းနွယ်အတွက် အဖော်ခွေးအဖြစ် မွေးထားတဲ့ တိဗက်/တရုတ်။,ချစ်ခင်ရင်းနှီးမှု၊ မြင့်မားသောလုပ်ဆောင်မှုထက် အပေါင်းအသင်းနှင့် သင့်လျော်သည်။,နေ့စဥ်တိုက်ရန် လိုအပ်သော သို့မဟုတ် လစဉ်ညှပ်ထားသော 'ခွေးကလေးလှီးဖြတ်ခြင်း' လိုအပ်သော ရှည်လျားပြီး စီးကျနေသော အင်္ကျီနှစ်ထပ်။,လိင်နှစ်မျိုးလုံးအတွက် 4-7 ကီလိုဂရမ် (9-16 ပေါင်)။,ကျစ်လျစ်သောအဖော်အရွယ်အစား၊ လေ့ကျင့်ခန်းအနည်းငယ်မျှသာလိုအပ်သည်၊ ချစ်ခင်ကြင်နာတတ်သောစိတ်ထား၊ အိမ်တွင်း၌ လိုက်လျောညီထွေရှိမှု။,Brachycephalic အသက်ရှူလမ်းကြောင်းဆိုင်ရာပြဿနာများ၊ မျက်လုံးအနာများ၊ သွားဘက်ဆိုင်ရာအကြိတ်များ၊ တင်ပါးဆုံရိုးကျခြင်း၊ portosystemic shunt ။
cat-001,Cats,Persian,ပါရှား (ခေတ်သစ်အီရန်)၊ ရှေးအကျဆုံး ကြောင်မျိုးစိတ်များထဲမှ တစ်ခုဖြစ်သည်။,ငြိမ်သက်ခြင်း၊ နူးညံ့သိမ်မွေ့ခြင်း၊ တိတ်တိတ်ဆိတ်ဆိတ်၊ ခန့်မှန်းနိုင်သော ပတ်ဝန်းကျင်ကို နှစ်သက်သည်။,ဖျာမကပ်ရန် ရှည်လျားသိပ်သည်းသောအင်္ကျီ၊ မျက်လုံးတစ်ဝိုက်ကို ပုံမှန်မျက်နှာသစ်ပေးပါ။,လိင်နှစ်မျိုးလုံးအတွက် 3.5-5.5 ကီလိုဂရမ် (8-12 ပေါင်)။,အေးဆေးတည်ငြိမ်သော အိမ်တွင်းအဖော်ဖြစ်မှု၊ လှုပ်ရှားမှုနည်းပါးမှု၊ ကိုင်တွယ်မှု ခံနိုင်ရည်ရှိမှု၊ ထင်ရှားပြတ်သားသော အသွင်အပြင်။,Polycystic ကျောက်ကပ်ရောဂါ၊ brachycephalic အသက်ရှူလမ်းကြောင်းဆိုင်ရာ ပြဿနာများ၊ သွားဘက်ဆိုင်ရာ ချွတ်ယွင်းချက်၊ မျက်ရည်ပြွန်များ ပြည့်လျှံနေပါသည်။
cat-002,Cats,Maine Coon,United States (Maine) သည် မြောက်အမေရိကတွင် ရှေးအကျဆုံး သဘာဝမျိုးစိတ်များထဲမှ တစ်ခုဖြစ်သည်။,ပေါင်းသင်းဆက်ဆံတတ်သော၊ အပျော်သဘော၊ နူးညံ့သိမ်မွေ့သော ဧရာမစရိုက်၊ ကလေးတွေနဲ့ ခွေးတွေနဲ့လည်း ကောင်းပါတယ်။,ရှည်လျား၍ နီမြန်းသော၊ ရေခံနိုင်သော အင်္ကျီ၊ အရှုပ်အထွေးမဖြစ်အောင် တစ်ပတ်ကို 2-3 ကြိမ် ပွတ်ပေးပါ။,အထီးများ: 5.9-8.2 ကီလိုဂရမ် (13-18 ပေါင်); မိန်းမများ- 3.6-5.4 ကီလိုဂရမ် (8-12 ပေါင်)။,ခွေးနှင့်တူသော ပေါင်းသင်းဆက်ဆံရေး၊ အအေးဒဏ်ခံနိုင်မှု၊ ကောင်းမွန်သော အမဲလိုက်ဗီဇ၊ လိုက်လျောညီထွေရှိသော စိတ်ထားရှိသော ကြီးမားသောအရွယ်အစား။,Hypertrophic cardiomyopathy၊ တင်ပါးဆုံရိုး dysplasia၊ ကျောရိုးကြွက်သားများ ကျဉ်းမြောင်းလာခြင်း၊ ကြီးမားသော ဘောင်ကြောင့် အဝလွန်ခြင်း။
cat-003,Cats,Siamese,ထိုင်းနိုင်ငံ (ယခင် Siam)၊ ရှေးအကျဆုံး အသိအမှတ်ပြု အာရှကြောင်မျိုးစိတ်များထဲမှ တစ်ခုဖြစ်သည်။,အသံ၊ ဉာဏ်ရည်ထက်မြက်မှု၊ လူမှုရေးနှင့် အာရုံစိုက်မှု တောင်းဆိုမှု၊ ပိုင်ရှင်များနှင့် ခိုင်မာသော သံယောဇဉ်များ ဖြစ်ပေါ်စေသည်။,တိုတောင်းသော၊ ပျော့ပျောင်းသောအင်္ကျီ၊ အပတ်စဉ် ဖြန်ပေးခြင်း လုံလောက်ပါသည်။,လိင်နှစ်မျိုးလုံးအတွက် 2.5-5 ကီလိုဂရမ် (6-11 ပေါင်)။,ဉာဏ်ရည်မြင့်မားမှု၊ ခိုင်မာသော လူသားအချင်းချင်း ပေါင်းသင်းဆက်ဆံမှု၊ ပြုစုပျိုးထောင်မှု နည်းပါးမှု၊ ဆော့ကစားနိုင်သော စွမ်းအင်။,တိုးတက်မှုရှိသော မျက်စိမှုန်ခြင်း၊ amyloidosis၊ အသက်ရှူလမ်းကြောင်းဆိုင်ရာ ပြဿနာများ၊ မွေးရာပါ နှလုံးချို့ယွင်းချက်၊ မျက်လုံးများ ဖြတ်သွားခြင်း။
cat-004,Cats,British Shorthair,ရောမခေတ် အိမ်မွေးကြောင်များ ဗြိတိန်မှ ဆင်းသက်လာသော United Kingdom,ပေါ့ပေါ့ပါးပါး၊ အမှီအခိုကင်းသည်၊ ချစ်ခင်သော်လည်း အလွန်အကျွံ မတွယ်ကပ်၊ တစ်ယောက်တည်းအချိန်တွေကို ကောင်းကောင်းသည်းခံပါ။,သိပ်သည်းပြီး plush အတိုအင်္ကျီ; အပတ်စဉ်ဖြီးသည်၊ ရာသီပေါ်ချိန်တွင် ပို၍,လိင်နှစ်မျိုးလုံးအတွက် 4-8 ကီလိုဂရမ် (9-17 ပေါင်)။,ထိန်းသိမ်းမှုနည်းသော စိတ်နေစိတ်ထား၊ အထီးကျန်မှုအတွက် သည်းခံနိုင်မှု၊ ခိုင်ခံ့သောတည်ဆောက်မှု၊ ကလေးများပတ်ဝန်းကျင်တွင် အေးဆေးတည်ငြိမ်ခြင်း။,Hypertrophic cardiomyopathy၊ polycystic ကျောက်ကပ်ရောဂါ၊ အဝလွန်ခြင်း၊ hemophilia B (ရှားပါး)။
cat-005,Cats,Bengal,အိမ်မွေးကြောင်များကို အာရှကျားသစ်ကြောင်များဖြင့် ဖြတ်ကျော်ကာ အမေရိကန်ပြည်ထောင်စု၊,အလွန်တက်ကြွသော၊ စူးစမ်းလိုစိတ်၊ အားကစားနှင့် အသံ၊ သိသာထင်ရှားသောကြွယ်ဝမှုလိုအပ်သည်။,တိုတောင်းပြီး ထူထဲသော အခွံကဲ့သို့ ကုတ်အင်္ကျီသည် အနည်းငယ်မျှသာ ကြွေဆင်းခြင်း၊ အပတ်စဉ်နိန်ပါ။,လိင်နှစ်မျိုးလုံးအတွက် 3.5-7 ကီလိုဂရမ် (8-15 ပေါင်)။,မြင့်မားသောစွမ်းအင်နှင့် သွက်လက်မှု၊ ထူးခြားသော တောရိုင်းပုံစံအင်္ကျီ၊ ပြင်းထန်သော အမဲလိုက်ခြင်းဗီဇ၊ အပျော်အပါး ထိတွေ့ဆက်ဆံမှု။,Hypertrophic cardiomyopathy၊ တိုးတက်သော အမြင်လွှာ ကျဉ်းမြောင်းခြင်း၊ patellar luxation၊ Bengal သီးသန့် PK ချို့တဲ့ခြင်း။
cat-006,Cats,Ragdoll,United States (California) သည် 1960 ခုနှစ်များတွင် အိမ်မွေးကြောင်များမှ တီထွင်ခဲ့သည်။,သိမ်မွေ့ ၊ ချစ်ခင် ၊ စိတ်အေးလက်အေး ၊ ကိုင်ထားသောအခါ အားလျော့သွားခြင်း ('ragdoll' effect)။,အနည်းငယ်မျှသာ ဖျာခင်းလိုစိတ်ရှိသော ပိုးသားတစ်ပိုင်းရှည်သောအင်္ကျီ၊ တစ်ပတ်ကို ၂ ကြိမ်ဖြီးပါ။,အထီးများ - 6.8-9 ကီလိုဂရမ် (15-20 ပေါင်); မိန်းမများ- 4.5-6.8 ကီလိုဂရမ် (10-15 ပေါင်)။,နူးညံ့သိမ်မွေ့စွာ ဆက်ဆံတတ်ခြင်း၊ ခိုင်မာသော မိသားစုဆက်ဆံရေး၊ တည်ငြိမ်သောအမူအရာ၊ ကလေးများနှင့် ဆက်ဆံရေးကောင်းမွန်ခြင်း။,တည်ငြိမ်သောလူနေမှုပုံစံကြောင့် Hypertrophic cardiomyopathy၊ ဆီးအိမ်ကျောက်တည်ခြင်း၊ အဝလွန်ခြင်း။
cat-007,Cats,Sphynx,1960 ခုနှစ်များတွင် သဘာဝဆံပင်မရှိသော ဗီဇပြောင်းလဲမှုမှ ကနေဒါနိုင်ငံ၊,စိတ်အားထက်သန်မှု၊ အသွင်ပြောင်းသူ၊ အာရုံစူးစိုက်မှုရှာဖွေသူ၊ လူမှုဆက်ဆံရေးကောင်းမွန်သူ။,ဆံပင်မရှိသော သို့မဟုတ် ချောမွတ်သောအင်္ကျီ၊ အရေပြားအဆီဖုများကို ဖယ်ရှားရန်၊ နားသန့်ရှင်းရေးနှင့် နေရောင်ကာကွယ်ရန် အပတ်စဉ် ရေချိုးရန် လိုအပ်သည်။,လိင်နှစ်မျိုးလုံးအတွက် 3.5-5.5 ကီလိုဂရမ် (8-12 ပေါင်)။,Hypoallergenic-ယိမ်းတဲ့ အရေပြား (အမွှေးအမျှင်တွေ ပြန့်နှံ့မှု နည်းပါး)၊ ခိုင်မာတဲ့ လူသားတွေရဲ့ ပေါင်းစည်းမှု၊ အပျော်သဘောနဲ့ လူမှုဆက်ဆံရေး သဘောသဘာဝ။,Hypertrophic cardiomyopathy၊ အရေပြား အာရုံခံနိုင်စွမ်း/နေလောင်ခြင်း၊ အပူချိန် အာရုံခံနိုင်စွမ်း၊ သွားဖုံးရောဂါ။
cat-008,Cats,Abyssinian,အီသီယိုးပီးယား (Abyssinia) မှတဆင့် လူကြိုက်များသော အိန္ဒိယသမုဒ္ဒရာ ကမ်းရိုးတန်း/အရှေ့တောင်အာရှ အနီးတွင် အစပြုသည်ဟု ယူဆရသည်။,တက်တက်ကြွကြွ၊ စူးစမ်းလိုစိတ်၊ ဉာဏ်ရည်ထက်မြက်ပြီး အလွန်အဆော့ကစားတတ်သူ၊ ကြာရှည်စွာ ချုပ်နှောင်ခြင်းကို မကြိုက်ပါ။,တိုတို၊ ခြစ်ထားသော အင်္ကျီ၊ အပတ်စဉ်နိန်ပါ။,လိင်နှစ်မျိုးလုံးအတွက် 3-5 ကီလိုဂရမ် (7-11 ပေါင်)။,မြင့်မားသော လှုပ်ရှားမှုနှင့် တက်ကြွမှု၊ ပြင်းပြသော စူးစမ်းလိုစိတ်ဖြင့် ထိတွေ့ဆက်ဆံမှု၊ ပြုစုပျိုးထောင်မှု လိုအပ်ချက်များ နည်းပါးသည်။,တိုးတက်သောမျက်စိအမြင်လွှာပါးခြင်း၊ ကျောက်ကပ် amyloidosis၊ pyruvate kinase ချို့တဲ့ခြင်း၊ သွားဖုံးရောင်ခြင်း။
cat-009,Cats,Scottish Fold,စကော့တလန်၊ 1960 ခုနှစ်များတွင် မွေးမြူရေးကြောင်တွင် အလိုအလျောက် နား-အရိုးနု ဗီဇပြောင်းလဲခြင်းမှ ဖြစ်ပေါ်လာသည်။,ချိုသာသောသဘော၊ လိုက်လျောညီထွေရှိသော၊ အသံတိတ်ဆိတ်ဆိတ်၊ ချစ်ခင်ကြင်နာတတ်သူ။,အင်္ကျီအတို သို့မဟုတ် အရှည် အမျိုးအစားများ; အင်္ကျီအတိုအတွက် အပတ်စဉ် ပွတ်တိုက်ပေးသည်၊ ဆံပင်ရှည်သူများအတွက် ပိုမကြာခဏ။,လိင်နှစ်မျိုးလုံးအတွက် 2.7-6 ကီလိုဂရမ် (6-13 ပေါင်)။,တည်တည်ငြိမ်ငြိမ်နှင့် လိုက်လျောညီထွေရှိသော စိတ်ထား၊ ထူးခြားသော နားရွက်ပုံစံ၊ မိသားစုနှင့် အဆင်ပြေသည်။,Osteochondrodysplasia (ခေါက်မျိုးရိုးဗီဇနှင့်ဆက်စပ်နေသောအရိုးနုများ)၊ အဆစ်အမြစ်ရောင်ခြင်း၊ polycystic ကျောက်ကပ်ရောဂါ။
